func_name, vul_type, true_label, pred_label
rm_read_multi, cwe-416, 1, 0
rm_read_multi, cwe-416, 0, 1
HeifContext::interpret_heif_file, cwe-416, 1, 1
HeifContext::interpret_heif_file, cwe-416, 0, 1
PlayerGeneric::~PlayerGeneric, cwe-416, 1, 1
PlayerGeneric::~PlayerGeneric, cwe-416, 0, 1
vips_foreign_load_gif_scan_image, cwe-416, 1, 1
vips_foreign_load_gif_scan_image, cwe-416, 0, 1
ReadMATImage, cwe-416, 1, 1
ReadMATImage, cwe-416, 0, 1
opj_j2k_write_mco, cwe-416, 1, 0
opj_j2k_write_mco, cwe-416, 0, 1
tcpmss_mangle_packet, cwe-416, 1, 0
tcpmss_mangle_packet, cwe-416, 0, 1
luaD_shrinkstack, cwe-416, 1, 1
luaD_shrinkstack, cwe-416, 0, 1
mrb_vm_exec, cwe-416, 1, 1
mrb_vm_exec, cwe-416, 0, 1
__ns_get_path, cwe-416, 1, 1
__ns_get_path, cwe-416, 0, 1
PHP_FUNCTION, cwe-416, 1, 1
PHP_FUNCTION, cwe-416, 0, 1
TraceBezier, cwe-416, 1, 1
TraceBezier, cwe-416, 0, 0
parse_playlist, cwe-416, 1, 1
parse_playlist, cwe-416, 0, 1
get_net_ns_by_id, cwe-416, 1, 1
get_net_ns_by_id, cwe-416, 0, 0
usb_audio_probe, cwe-416, 1, 1
usb_audio_probe, cwe-416, 0, 1
audio_sample_entry_Read, cwe-416, 1, 1
audio_sample_entry_Read, cwe-416, 0, 1
ffs_user_copy_worker, cwe-416, 1, 1
ffs_user_copy_worker, cwe-416, 0, 1
ndpi_reset_packet_line_info, cwe-416, 1, 1
ndpi_reset_packet_line_info, cwe-416, 0, 1
snd_seq_device_dev_free, cwe-416, 1, 1
snd_seq_device_dev_free, cwe-416, 0, 1
__mdiobus_register, cwe-416, 1, 1
__mdiobus_register, cwe-416, 0, 1
mrb_io_initialize_copy, cwe-416, 1, 0
mrb_io_initialize_copy, cwe-416, 0, 1
SMB2_write, cwe-416, 1, 1
SMB2_write, cwe-416, 0, 0
AdaptiveThresholdImage, cwe-125, 1, 1
AdaptiveThresholdImage, cwe-125, 0, 1
SyncExifProfile, cwe-125, 1, 0
SyncExifProfile, cwe-125, 0, 1
ng_pkt, cwe-125, 1, 1
ng_pkt, cwe-125, 0, 0
lha_read_file_header_1, cwe-125, 1, 1
lha_read_file_header_1, cwe-125, 0, 1
handle_eac3, cwe-125, 1, 1
handle_eac3, cwe-125, 0, 0
set_fdc, cwe-125, 1, 1
set_fdc, cwe-125, 0, 1
opmov, cwe-125, 1, 1
opmov, cwe-125, 0, 0
ares_parse_a_reply, cwe-125, 1, 1
ares_parse_a_reply, cwe-125, 0, 1
ExtractPostscript, cwe-125, 1, 1
ExtractPostscript, cwe-125, 0, 1
usb_get_bos_descriptor, cwe-125, 1, 1
usb_get_bos_descriptor, cwe-125, 0, 0
Mat_VarReadNextInfo4, cwe-125, 1, 0
Mat_VarReadNextInfo4, cwe-125, 0, 1
getToken, cwe-125, 1, 0
getToken, cwe-125, 0, 1
fiber_switch, cwe-125, 1, 1
fiber_switch, cwe-125, 0, 1
start_input_ppm, cwe-125, 1, 0
start_input_ppm, cwe-125, 0, 1
snd_usb_create_streams, cwe-125, 1, 0
snd_usb_create_streams, cwe-125, 0, 0
process_packet_tail, cwe-125, 1, 1
process_packet_tail, cwe-125, 0, 0
CSoundFile::GetLength, cwe-125, 1, 1
CSoundFile::GetLength, cwe-125, 0, 0
GetPSDRowSize, cwe-125, 1, 1
GetPSDRowSize, cwe-125, 0, 1
dex_loadcode, cwe-125, 1, 1
dex_loadcode, cwe-125, 0, 1
ReadSUNImage, cwe-125, 1, 1
ReadSUNImage, cwe-125, 0, 1
php_wddx_push_element, cwe-125, 1, 1
php_wddx_push_element, cwe-125, 0, 1
SMB2_negotiate, cwe-125, 1, 1
SMB2_negotiate, cwe-125, 0, 1
parse8BIM, cwe-125, 1, 1
parse8BIM, cwe-125, 0, 1
ParseDsdiffHeaderConfig, cwe-125, 1, 1
ParseDsdiffHeaderConfig, cwe-125, 0, 0
name_parse, cwe-125, 1, 1
name_parse, cwe-125, 0, 1
sctp_sf_ootb, cwe-125, 1, 1
sctp_sf_ootb, cwe-125, 0, 0
asylo::primitives::TrustedPrimitives::UntrustedCall, cwe-125, 1, 1
asylo::primitives::TrustedPrimitives::UntrustedCall, cwe-125, 0, 0
string_scan_range, cwe-125, 1, 0
string_scan_range, cwe-125, 0, 0
ReadMATImage, cwe-125, 1, 1
ReadMATImage, cwe-125, 0, 0
bitmap_cache_new, cwe-125, 1, 0
bitmap_cache_new, cwe-125, 0, 1
ImagingPcxDecode, cwe-125, 0, 0
glyph_cache_put, cwe-125, 1, 1
glyph_cache_put, cwe-125, 0, 1
read_Header, cwe-125, 1, 1
read_Header, cwe-125, 0, 1
ReadRLEImage, cwe-125, 1, 0
ReadRLEImage, cwe-125, 0, 0
HPHP::JSON_parser, cwe-125, 1, 0
HPHP::JSON_parser, cwe-125, 0, 1
jpc_pi_nextrpcl, cwe-125, 1, 1
jpc_pi_nextrpcl, cwe-125, 0, 1
match_at, cwe-125, 1, 1
match_at, cwe-125, 0, 1
ReadPSDImage, cwe-125, 1, 1
ReadPSDImage, cwe-125, 0, 1
decode_bundle, cwe-125, 1, 0
decode_bundle, cwe-125, 0, 1
SpliceImage, cwe-125, 1, 1
SpliceImage, cwe-125, 0, 0
wrap_lines_smart, cwe-125, 1, 1
wrap_lines_smart, cwe-125, 0, 1
repodata_schema2id, cwe-125, 1, 0
repodata_schema2id, cwe-125, 0, 1
ComplexImages, cwe-125, 1, 1
ComplexImages, cwe-125, 0, 1
ttm_put_pages, cwe-125, 1, 1
ttm_put_pages, cwe-125, 0, 1
matchCurrentInput, cwe-125, 1, 1
matchCurrentInput, cwe-125, 0, 1
ims_pcu_get_cdc_union_desc, cwe-125, 1, 0
ims_pcu_get_cdc_union_desc, cwe-125, 0, 1
tensorflow::QuantizeAndDequantizeV2Op::Compute, cwe-125, 1, 0
tensorflow::QuantizeAndDequantizeV2Op::Compute, cwe-125, 0, 1
_bson_iter_next_internal, cwe-125, 1, 1
_bson_iter_next_internal, cwe-125, 0, 0
enc_untrusted_inet_pton, cwe-125, 1, 1
enc_untrusted_inet_pton, cwe-125, 0, 0
tensorflow::GraphConstructor::MakeEdge, cwe-125, 1, 1
tensorflow::GraphConstructor::MakeEdge, cwe-125, 0, 1
DecompressRTF, cwe-125, 1, 1
DecompressRTF, cwe-125, 0, 0
ReadSGIImage, cwe-125, 1, 1
ReadSGIImage, cwe-125, 0, 1
dnxhd_decode_header, cwe-125, 1, 1
dnxhd_decode_header, cwe-125, 0, 0
WriteHDRImage, cwe-125, 1, 1
WriteHDRImage, cwe-125, 0, 0
voutf, cwe-125, 1, 1
voutf, cwe-125, 0, 1
pure_strcmp, cwe-125, 1, 1
pure_strcmp, cwe-125, 0, 1
read_quant_matrix_ext, cwe-125, 1, 1
read_quant_matrix_ext, cwe-125, 0, 1
Cipher::blowfishECB, cwe-125, 1, 1
Cipher::blowfishECB, cwe-125, 0, 1
java_switch_op, cwe-125, 1, 1
java_switch_op, cwe-125, 0, 1
ntlm_read_NegotiateMessage, cwe-125, 1, 1
ntlm_read_NegotiateMessage, cwe-125, 0, 1
enc_untrusted_inet_ntop, cwe-125, 1, 1
enc_untrusted_inet_ntop, cwe-125, 0, 1
ndpi_search_oracle, cwe-125, 1, 1
ndpi_search_oracle, cwe-125, 0, 1
rtc_irq_eoi_tracking_reset, cwe-125, 1, 1
rtc_irq_eoi_tracking_reset, cwe-125, 0, 1
concat_hash_string, cwe-125, 1, 1
concat_hash_string, cwe-125, 0, 1
DecodePSDPixels, cwe-125, 1, 0
DecodePSDPixels, cwe-125, 0, 1
_6502_op, cwe-125, 1, 1
_6502_op, cwe-125, 0, 1
string_scan_range, cwe-125, 1, 1
string_scan_range, cwe-125, 0, 1
cx24116_send_diseqc_msg, cwe-125, 1, 1
cx24116_send_diseqc_msg, cwe-125, 0, 1
MAPIPrint, cwe-125, 1, 1
MAPIPrint, cwe-125, 0, 0
readContigTilesIntoBuffer, cwe-125, 1, 1
readContigTilesIntoBuffer, cwe-125, 0, 1
TNEFParse, cwe-125, 1, 1
TNEFParse, cwe-125, 0, 1
ssl_parse_server_key_exchange, cwe-125, 1, 1
ssl_parse_server_key_exchange, cwe-125, 0, 1
HPHP::exif_scan_JPEG_header, cwe-125, 1, 1
HPHP::exif_scan_JPEG_header, cwe-125, 0, 1
forward_search_range, cwe-125, 1, 1
forward_search_range, cwe-125, 0, 1
mpeg4_decode_studio_block, cwe-125, 1, 0
mpeg4_decode_studio_block, cwe-125, 0, 1
S_grok_bslash_N, cwe-125, 1, 1
S_grok_bslash_N, cwe-125, 0, 1
enc_untrusted_read, cwe-125, 1, 1
enc_untrusted_read, cwe-125, 0, 1
WavpackVerifySingleBlock, cwe-125, 1, 1
WavpackVerifySingleBlock, cwe-125, 0, 1
ReadVIFFImage, cwe-125, 1, 0
ReadVIFFImage, cwe-125, 0, 1
core_anal_bytes, cwe-125, 1, 0
core_anal_bytes, cwe-125, 0, 1
update_read_bitmap_data, cwe-125, 1, 1
update_read_bitmap_data, cwe-125, 0, 1
autodetect_recv_bandwidth_measure_results, cwe-125, 1, 1
autodetect_recv_bandwidth_measure_results, cwe-125, 0, 0
ssl_parse_server_psk_hint, cwe-125, 1, 1
ssl_parse_server_psk_hint, cwe-125, 0, 1
youngcollection, cwe-125, 1, 1
youngcollection, cwe-125, 0, 1
ext4_fill_super, cwe-125, 1, 1
ext4_fill_super, cwe-125, 0, 1
mxf_parse_structural_metadata, cwe-125, 1, 1
mxf_parse_structural_metadata, cwe-125, 0, 1
parse_hid_report_descriptor, cwe-125, 1, 1
parse_hid_report_descriptor, cwe-125, 0, 1
fpm_log_write, cwe-125, 1, 0
fpm_log_write, cwe-125, 0, 1
load_tile, cwe-125, 1, 1
load_tile, cwe-125, 0, 0
hid_input_field, cwe-125, 1, 1
hid_input_field, cwe-125, 0, 0
gmc_mmx, cwe-125, 1, 0
gmc_mmx, cwe-125, 0, 0
decode_pointer_field, cwe-125, 1, 1
decode_pointer_field, cwe-125, 0, 1
ImagingFliDecode, cwe-125, 1, 1
ImagingFliDecode, cwe-125, 0, 1
saa7164_bus_get, cwe-125, 1, 1
saa7164_bus_get, cwe-125, 0, 1
parallel_process_irp_create, cwe-125, 1, 1
parallel_process_irp_create, cwe-125, 0, 0
tflite::GetOptionalInputTensor, cwe-125, 1, 1
tflite::GetOptionalInputTensor, cwe-125, 0, 0
ReadOneMNGImage, cwe-125, 1, 1
ReadOneMNGImage, cwe-125, 0, 1
WriteTIFFImage, cwe-125, 1, 1
WriteTIFFImage, cwe-125, 0, 1
adjust_scalar_min_max_vals, cwe-125, 1, 1
adjust_scalar_min_max_vals, cwe-125, 0, 1
ip_cmsg_recv_checksum, cwe-125, 1, 1
ip_cmsg_recv_checksum, cwe-125, 0, 0
HPHP::SimpleParser::TryParse, cwe-125, 1, 1
HPHP::SimpleParser::TryParse, cwe-125, 0, 1
_gdContributionsCalc, cwe-125, 1, 0
_gdContributionsCalc, cwe-125, 0, 1
Get8BIMProperty, cwe-125, 1, 1
Get8BIMProperty, cwe-125, 0, 0
parse_string, cwe-125, 1, 1
parse_string, cwe-125, 0, 1
dbd_st_prepare, cwe-125, 1, 1
dbd_st_prepare, cwe-125, 0, 1
get_uncompressed_data, cwe-125, 1, 1
get_uncompressed_data, cwe-125, 0, 1
security_fips_decrypt, cwe-125, 1, 0
security_fips_decrypt, cwe-125, 0, 1
update_read_icon_info, cwe-125, 1, 1
update_read_icon_info, cwe-125, 0, 0
usbhid_parse, cwe-125, 1, 1
usbhid_parse, cwe-125, 0, 0
HPHP::exif_process_APP12, cwe-125, 1, 1
HPHP::exif_process_APP12, cwe-125, 0, 0
modbus_reply, cwe-125, 1, 1
modbus_reply, cwe-125, 0, 1
store_versioninfo_gnu_verneed, cwe-125, 1, 1
store_versioninfo_gnu_verneed, cwe-125, 0, 0
ReadWPGImage, cwe-125, 1, 1
ReadWPGImage, cwe-125, 0, 1
gf_m2ts_process_pmt, cwe-125, 1, 1
gf_m2ts_process_pmt, cwe-125, 0, 1
next_line, cwe-125, 1, 0
next_line, cwe-125, 0, 1
X86_insn_reg_intel, cwe-125, 1, 1
X86_insn_reg_intel, cwe-125, 0, 1
r_bin_java_line_number_table_attr_new, cwe-125, 1, 1
r_bin_java_line_number_table_attr_new, cwe-125, 0, 1
decode_studio_vop_header, cwe-125, 1, 1
decode_studio_vop_header, cwe-125, 0, 0
str_lower_case_match, cwe-125, 1, 1
str_lower_case_match, cwe-125, 0, 1
HPHP::SimpleParser::handleBackslash, cwe-125, 1, 0
HPHP::SimpleParser::handleBackslash, cwe-125, 0, 0
avr_op_analyze, cwe-125, 1, 1
avr_op_analyze, cwe-125, 0, 1
uas_switch_interface, cwe-125, 1, 1
uas_switch_interface, cwe-125, 0, 1
sh_op, cwe-125, 1, 1
sh_op, cwe-125, 0, 1
ReadPSDChannelPixels, cwe-125, 1, 0
ReadPSDChannelPixels, cwe-125, 0, 1
ape_decode_frame, cwe-125, 1, 1
ape_decode_frame, cwe-125, 0, 1
WriteImageChannels, cwe-125, 1, 1
WriteImageChannels, cwe-125, 0, 1
HPHP::string_rfind, cwe-125, 1, 1
HPHP::string_rfind, cwe-125, 0, 1
store_versioninfo_gnu_verdef, cwe-125, 1, 0
store_versioninfo_gnu_verdef, cwe-125, 0, 0
enc_untrusted_recvfrom, cwe-125, 1, 1
enc_untrusted_recvfrom, cwe-125, 0, 0
license_read_new_or_upgrade_license_packet, cwe-125, 1, 1
license_read_new_or_upgrade_license_packet, cwe-125, 0, 1
start, cwe-078, 1, 1
start, cwe-078, 0, 1
_map_vol_to_host, cwe-078, 1, 0
_map_vol_to_host, cwe-078, 0, 0
_delete_vdisk, cwe-078, 1, 0
_delete_vdisk, cwe-078, 0, 1
_cliq_run, cwe-078, 1, 0
_cliq_run, cwe-078, 0, 0
_set_qos_rule, cwe-078, 1, 1
_set_qos_rule, cwe-078, 0, 1
get_lines, cwe-078, 1, 1
get_lines, cwe-078, 0, 0
_modify_3par_iscsi_host, cwe-078, 1, 1
_modify_3par_iscsi_host, cwe-078, 0, 1
run_interactive_shell_command, cwe-078, 1, 1
run_interactive_shell_command, cwe-078, 0, 1
delete_video, cwe-078, 1, 1
delete_video, cwe-078, 0, 0
whitelist, cwe-078, 1, 0
whitelist, cwe-078, 0, 1
test_create_host, cwe-078, 1, 1
test_create_host, cwe-078, 0, 1
do_setup, cwe-078, 1, 0
do_setup, cwe-078, 0, 1
_execute_command_and_parse_attributes, cwe-078, 1, 1
_execute_command_and_parse_attributes, cwe-078, 0, 1
test_get_iscsi_ip_active, cwe-078, 1, 1
test_get_iscsi_ip_active, cwe-078, 0, 1
_find_host_from_wwpn, cwe-078, 1, 1
_find_host_from_wwpn, cwe-078, 0, 1
extend_volume, cwe-078, 1, 0
extend_volume, cwe-078, 0, 1
_get_host_from_connector, cwe-078, 1, 1
_get_host_from_connector, cwe-078, 0, 0
_get_hostvdisk_mappings, cwe-078, 1, 1
_get_hostvdisk_mappings, cwe-078, 0, 1
main, cwe-078, 1, 1
main, cwe-078, 0, 0
_get_vvset_from_3par, cwe-078, 1, 1
_get_vvset_from_3par, cwe-078, 0, 1
_get_flashcopy_mapping_attributes, cwe-078, 1, 1
_get_flashcopy_mapping_attributes, cwe-078, 0, 1
_add_volume_to_volume_set, cwe-078, 1, 0
_add_volume_to_volume_set, cwe-078, 0, 0
test_initialize_connection, cwe-078, 1, 1
test_initialize_connection, cwe-078, 0, 1
test_create_invalid_host, cwe-078, 1, 1
test_create_invalid_host, cwe-078, 0, 1
get_logs, cwe-078, 1, 1
get_logs, cwe-078, 0, 0
_make_fc_map, cwe-078, 1, 1
_make_fc_map, cwe-078, 0, 0
test_get_iscsi_ip, cwe-078, 1, 0
test_get_iscsi_ip, cwe-078, 0, 0
usage, cwe-078, 1, 1
usage, cwe-078, 0, 1
_get_fc_wwpns, cwe-078, 1, 1
_get_fc_wwpns, cwe-078, 0, 0
ls, cwe-078, 1, 1
ls, cwe-078, 0, 1
_run_ssh, cwe-078, 1, 1
_run_ssh, cwe-078, 0, 1
verify, cwe-078, 1, 1
verify, cwe-078, 0, 1
add_extra_args, cwe-078, 1, 1
add_extra_args, cwe-078, 0, 1
_get_vdisk_fc_mappings, cwe-078, 1, 0
_get_vdisk_fc_mappings, cwe-078, 0, 1
test_create_host, cwe-078, 1, 0
test_create_host, cwe-078, 0, 1
_copy_volume, cwe-078, 1, 1
_copy_volume, cwe-078, 0, 1
_get_active_nsp, cwe-078, 1, 1
_get_active_nsp, cwe-078, 0, 1
initialize_connection, cwe-078, 1, 1
initialize_connection, cwe-078, 0, 1
mkdir, cwe-078, 1, 1
mkdir, cwe-078, 0, 1
populate_custom_grains_and_pillar, cwe-078, 1, 0
populate_custom_grains_and_pillar, cwe-078, 0, 1
copy, cwe-078, 1, 1
copy, cwe-078, 0, 1
IsBlacklistedArg, cwe-078, 1, 0
IsBlacklistedArg, cwe-078, 0, 0
_remove_volume_from_volume_set, cwe-078, 1, 1
_remove_volume_from_volume_set, cwe-078, 0, 1
handle_message, cwe-078, 1, 1
handle_message, cwe-078, 0, 0
_add_chapsecret_to_host, cwe-078, 1, 0
_add_chapsecret_to_host, cwe-078, 0, 0
_call_prepare_fc_map, cwe-078, 1, 1
_call_prepare_fc_map, cwe-078, 0, 1
bin_symbols, cwe-078, 1, 1
bin_symbols, cwe-078, 0, 1
on_message, cwe-078, 1, 0
on_message, cwe-078, 0, 1
podbeuter::pb_controller::play_file, cwe-078, 1, 1
podbeuter::pb_controller::play_file, cwe-078, 0, 1
_find_host_exhaustive, cwe-078, 1, 1
_find_host_exhaustive, cwe-078, 0, 0
_create_vdisk, cwe-078, 1, 0
_create_vdisk, cwe-078, 0, 1
test_invalid_iscsi_ip, cwe-078, 1, 1
test_invalid_iscsi_ip, cwe-078, 0, 1
get_output, cwe-078, 1, 1
get_output, cwe-078, 0, 0
openscript, cwe-078, 1, 1
openscript, cwe-078, 0, 1
add_user, cwe-078, 1, 0
add_user, cwe-078, 0, 1
write_section, cwe-078, 1, 1
write_section, cwe-078, 0, 1
_update_volume_stats, cwe-078, 1, 1
_update_volume_stats, cwe-078, 0, 1
test_create_modify_host, cwe-078, 1, 0
test_create_modify_host, cwe-078, 0, 1
install, cwe-078, 1, 1
install, cwe-078, 0, 1
_get_least_used_nsp, cwe-078, 1, 1
_get_least_used_nsp, cwe-078, 0, 0
_start_fc_map, cwe-078, 1, 0
_start_fc_map, cwe-078, 0, 0
resolve_hostname, cwe-078, 1, 1
resolve_hostname, cwe-078, 0, 0
_modify_3par_fibrechan_host, cwe-078, 1, 1
_modify_3par_fibrechan_host, cwe-078, 0, 1
test_settings_path_skip_issue_909, cwe-078, 1, 0
test_settings_path_skip_issue_909, cwe-078, 0, 0
_create_3par_fibrechan_host, cwe-078, 1, 1
_create_3par_fibrechan_host, cwe-078, 0, 1
take_bug_report, cwe-078, 1, 0
take_bug_report, cwe-078, 0, 1
test_create_invalid_host, cwe-078, 1, 1
test_create_invalid_host, cwe-078, 0, 1
__getattr__.adb_call, cwe-078, 1, 1
__getattr__.adb_call, cwe-078, 0, 1
test_skip_paths_issue_938, cwe-078, 1, 1
test_skip_paths_issue_938, cwe-078, 0, 1
_ensure_vdisk_no_fc_mappings, cwe-078, 1, 1
_ensure_vdisk_no_fc_mappings, cwe-078, 0, 1
tcp_forward, cwe-078, 1, 1
tcp_forward, cwe-078, 0, 1
repack, cwe-078, 1, 0
repack, cwe-078, 0, 1
extend_volume, cwe-078, 1, 0
extend_volume, cwe-078, 0, 0
_remove_volume_set, cwe-078, 1, 1
_remove_volume_set, cwe-078, 0, 1
_get_3par_hostname_from_wwn_iqn, cwe-078, 1, 1
_get_3par_hostname_from_wwn_iqn, cwe-078, 0, 1
get_ports, cwe-078, 1, 0
get_ports, cwe-078, 0, 0
test_get_least_used_nsp, cwe-078, 1, 1
test_get_least_used_nsp, cwe-078, 0, 1
_cmd_to_dict, cwe-078, 1, 1
_cmd_to_dict, cwe-078, 0, 0
_cli_run, cwe-078, 1, 1
_cli_run, cwe-078, 0, 1
_call_external_zip, cwe-078, 1, 1
_call_external_zip, cwe-078, 0, 1
_create_host, cwe-078, 1, 1
_create_host, cwe-078, 0, 0
_get_iscsi_ip_addrs, cwe-078, 1, 0
_get_iscsi_ip_addrs, cwe-078, 0, 1
talk, cwe-078, 1, 1
talk, cwe-078, 0, 0
_exec_cmd, cwe-078, 1, 1
_exec_cmd, cwe-078, 0, 1
_get_conn_fc_wwpns, cwe-078, 1, 1
_get_conn_fc_wwpns, cwe-078, 0, 1
_create_3par_iscsi_host, cwe-078, 1, 1
_create_3par_iscsi_host, cwe-078, 0, 1
_delete_3par_host, cwe-078, 1, 1
_delete_3par_host, cwe-078, 0, 1
process_statistics, cwe-078, 1, 1
process_statistics, cwe-078, 0, 1
_delete_host, cwe-078, 1, 1
_delete_host, cwe-078, 0, 1
fetch, cwe-078, 1, 1
fetch, cwe-078, 0, 1
_formatCredentials, cwe-078, 1, 1
_formatCredentials, cwe-078, 0, 1
initHeader, cwe-078, 1, 1
initHeader, cwe-078, 0, 0
poll, cwe-078, 1, 1
poll, cwe-078, 0, 1
terminate_connection, cwe-078, 1, 0
terminate_connection, cwe-078, 0, 1
_port_conf_generator, cwe-078, 1, 1
_port_conf_generator, cwe-078, 0, 1
dd_get_item_size, cwe-022, 1, 0
dd_get_item_size, cwe-022, 0, 1
zmi_page_request, cwe-022, 1, 1
zmi_page_request, cwe-022, 0, 0
nntp_hcache_namer, cwe-022, 1, 1
nntp_hcache_namer, cwe-022, 0, 1
TarFileReader::extract, cwe-022, 1, 1
TarFileReader::extract, cwe-022, 0, 1
handle_method_call, cwe-022, 1, 1
handle_method_call, cwe-022, 0, 0
_inject_file_into_fs, cwe-022, 1, 1
_inject_file_into_fs, cwe-022, 0, 0
set_interface_var, cwe-022, 1, 1
set_interface_var, cwe-022, 0, 1
cut, cwe-022, 1, 0
cut, cwe-022, 0, 1
wiki_handle_http_request, cwe-022, 1, 1
wiki_handle_http_request, cwe-022, 0, 1
candidate_paths_for_url, cwe-022, 1, 1
candidate_paths_for_url, cwe-022, 0, 1
updateKey, cwe-022, 1, 1
updateKey, cwe-022, 0, 1
create_basename_core, cwe-022, 1, 1
create_basename_core, cwe-022, 0, 1
get, cwe-022, 1, 1
get, cwe-022, 0, 1
PHYSICALPATH_FUNC, cwe-022, 1, 1
PHYSICALPATH_FUNC, cwe-022, 0, 1
download_check_files, cwe-022, 1, 1
download_check_files, cwe-022, 0, 1
get_files, cwe-022, 1, 1
get_files, cwe-022, 0, 1
handle, cwe-022, 1, 1
handle, cwe-022, 0, 1
dd_delete_item, cwe-022, 1, 0
dd_delete_item, cwe-022, 0, 1
render, cwe-022, 1, 1
render, cwe-022, 0, 1
_inject_net_into_fs, cwe-022, 1, 1
_inject_net_into_fs, cwe-022, 0, 1
canonicalize, cwe-022, 1, 1
canonicalize, cwe-022, 0, 1
CWebSock::GetSkinPath, cwe-022, 1, 1
CWebSock::GetSkinPath, cwe-022, 0, 0
addKey, cwe-022, 1, 1
addKey, cwe-022, 0, 1
dd_save_text, cwe-022, 1, 1
dd_save_text, cwe-022, 0, 1
misc_file_checks, cwe-022, 1, 0
misc_file_checks, cwe-022, 0, 1
dd_save_binary, cwe-022, 1, 1
dd_save_binary, cwe-022, 0, 1
pascal_case, cwe-022, 1, 1
pascal_case, cwe-022, 0, 1
cleanup_pathname, cwe-022, 1, 1
cleanup_pathname, cwe-022, 0, 1
create_dump_dir_from_problem_data, cwe-022, 1, 1
create_dump_dir_from_problem_data, cwe-022, 0, 1
list, cwe-022, 1, 0
list, cwe-022, 0, 1
process, cwe-022, 1, 1
process, cwe-022, 0, 1
imap_hcache_open, cwe-022, 1, 1
imap_hcache_open, cwe-022, 0, 1
_normalize, cwe-022, 1, 0
_normalize, cwe-022, 0, 1
dd_load_text_ext, cwe-022, 1, 1
dd_load_text_ext, cwe-022, 0, 1
_download_file, cwe-022, 1, 0
_download_file, cwe-022, 0, 1
Utility::UnZip, cwe-022, 1, 1
Utility::UnZip, cwe-022, 0, 0
save, cwe-022, 1, 1
save, cwe-022, 0, 1
wiki_handle_rest_call, cwe-022, 1, 0
wiki_handle_rest_call, cwe-022, 0, 1
handle_method_call, cwe-022, 1, 1
handle_method_call, cwe-022, 0, 1
HPHP::extractFileTo, cwe-022, 1, 0
HPHP::extractFileTo, cwe-022, 0, 1
new_goal, cwe-022, 1, 1
new_goal, cwe-022, 0, 1
_inject_admin_password_into_fs, cwe-022, 1, 1
_inject_admin_password_into_fs, cwe-022, 0, 1
get_paths, cwe-022, 1, 1
get_paths, cwe-022, 0, 1
compose_path, cwe-022, 1, 1
compose_path, cwe-022, 0, 1
valid_id, cwe-022, 1, 1
valid_id, cwe-022, 0, 1
get, cwe-022, 1, 1
get, cwe-022, 0, 1
dd_exist, cwe-022, 1, 1
dd_exist, cwe-022, 0, 1
is_cgi, cwe-022, 1, 0
is_cgi, cwe-022, 0, 0
deleteKey, cwe-022, 1, 1
deleteKey, cwe-022, 0, 1
set, cwe-022, 1, 1
set, cwe-022, 0, 1
_inject_key_into_fs, cwe-022, 1, 0
_inject_key_into_fs, cwe-022, 0, 1
multiSelect, cwe-476, 1, 0
multiSelect, cwe-476, 0, 1
r_pkcs7_parse_cms, cwe-476, 1, 1
r_pkcs7_parse_cms, cwe-476, 0, 1
ReadDCMImage, cwe-476, 1, 1
ReadDCMImage, cwe-476, 0, 1
hash_accept, cwe-476, 1, 1
hash_accept, cwe-476, 0, 1
php_wddx_pop_element, cwe-476, 1, 1
php_wddx_pop_element, cwe-476, 0, 1
prplcb_xfer_new_send_cb, cwe-476, 1, 0
prplcb_xfer_new_send_cb, cwe-476, 0, 1
changedline, cwe-476, 1, 1
changedline, cwe-476, 0, 1
exprListAppendList, cwe-476, 1, 1
exprListAppendList, cwe-476, 0, 1
inet_rtm_getroute, cwe-476, 1, 1
inet_rtm_getroute, cwe-476, 0, 1
LookupModMask, cwe-476, 1, 1
LookupModMask, cwe-476, 0, 1
validate_as_request, cwe-476, 1, 1
validate_as_request, cwe-476, 0, 0
rfcomm_sock_bind, cwe-476, 1, 0
rfcomm_sock_bind, cwe-476, 0, 0
AP4_HdlrAtom::AP4_HdlrAtom, cwe-476, 1, 1
AP4_HdlrAtom::AP4_HdlrAtom, cwe-476, 0, 1
generatePreview, cwe-476, 1, 1
generatePreview, cwe-476, 0, 1
kvm_vm_ioctl_check_extension, cwe-476, 1, 1
kvm_vm_ioctl_check_extension, cwe-476, 0, 1
handle_client_startup, cwe-476, 1, 1
handle_client_startup, cwe-476, 0, 1
mrb_class_real, cwe-476, 1, 1
mrb_class_real, cwe-476, 0, 1
nsv_read_chunk, cwe-476, 1, 1
nsv_read_chunk, cwe-476, 0, 0
_kdc_as_rep, cwe-476, 1, 1
_kdc_as_rep, cwe-476, 0, 1
formUpdateBuffer, cwe-476, 1, 0
formUpdateBuffer, cwe-476, 0, 1
lexer_process_char_literal, cwe-476, 1, 1
lexer_process_char_literal, cwe-476, 0, 1
unimac_mdio_probe, cwe-476, 1, 0
unimac_mdio_probe, cwe-476, 0, 0
hi3660_stub_clk_probe, cwe-476, 1, 1
hi3660_stub_clk_probe, cwe-476, 0, 0
assoc_array_insert_into_terminal_node, cwe-476, 1, 1
assoc_array_insert_into_terminal_node, cwe-476, 0, 1
ipv4_pktinfo_prepare, cwe-476, 1, 1
ipv4_pktinfo_prepare, cwe-476, 0, 1
